2.850484e-003	1.505327e-002	6.464559e-003	2.603377e-003	1.313363e-002	6.608155e-003	3.146534e-003	4.430391e-002	8.437340e-004	7.462899e-003	2.378611e-003	6.877062e-003	1.406576e-002	1.179752e-003	5.217923e-005	1.389478e-002	5.002795e-003	4.010575e-003	1.445035e-003	3.456476e-003	3.956427e-002	5.577529e-003	5.684903e-003	6.555802e-002	3.766049e-002	4.007586e-003	7.208501e-003	2.657154e-003	8.633642e-003	2.452195e-002	2.236459e-002	2.344677e-002	1.930511e-002	3.264151e-002	1.831624e-002	3.273298e-002	2.197752e-002	5.611892e-002	4.726519e-002	3.874634e-002	5.573402e-003	1.028224e-002	3.124321e-002	1.762072e-002	9.365217e-003	5.903090e-003	2.975500e-003	5.693911e-003	6.056939e-002	2.229685e-002	3.459242e-003	2.580136e-002	4.859556e-003	2.860147e-003	4.225590e-003	1.418220e-002	2.740668e-003	3.165855e-002	3.470128e-003	1.498143e-002	6.125706e-003	1.004443e-002	5.483186e-003	8.943817e-003	
6.835523e-005	1.515801e-002	2.017841e-003	5.637664e-003	1.682468e-003	1.929882e-002	5.036426e-003	4.696060e-002	1.175615e-003	2.019202e-003	1.028693e-002	7.496201e-003	5.671329e-003	1.295973e-002	7.258598e-003	4.215154e-003	3.642032e-003	5.119740e-003	1.250587e-002	9.181863e-003	1.893586e-002	7.479003e-003	3.976663e-003	5.155195e-002	2.098701e-002	1.770090e-002	1.298749e-003	5.076036e-003	7.027753e-003	1.886412e-002	1.917967e-002	2.696184e-002	1.420969e-002	2.758663e-002	2.180462e-002	2.337259e-002	2.013284e-002	3.658656e-002	5.152517e-002	2.781647e-002	1.237948e-002	2.585556e-002	3.775694e-002	1.200696e-002	1.536752e-002	6.007001e-003	2.816478e-003	1.117932e-002	5.676315e-002	1.547335e-002	4.379092e-003	1.119750e-002	1.408735e-002	3.741380e-003	2.007970e-002	1.511921e-002	3.034670e-002	3.241915e-002	9.123245e-003	9.113104e-003	7.529535e-003	8.536722e-003	1.242189e-003	8.956646e-003	
8.228288e-005	1.031712e-002	2.463724e-003	3.526509e-003	2.187993e-003	1.391963e-002	2.088384e-003	4.402425e-002	1.176985e-003	2.788312e-003	1.943710e-003	6.940233e-003	7.008893e-003	1.019436e-002	5.456397e-003	5.728198e-003	4.196449e-003	2.241703e-003	8.077908e-003	8.910917e-004	2.531642e-002	4.769173e-003	4.464455e-003	6.817391e-002	2.823595e-002	1.296648e-002	1.639878e-003	3.330220e-003	9.045249e-003	2.360757e-002	2.275799e-002	2.243272e-002	1.867227e-002	3.581588e-002	1.912729e-002	3.104829e-002	2.585221e-002	4.746457e-002	5.417678e-002	3.700800e-002	4.373629e-003	1.626022e-002	2.959059e-002	1.530794e-002	9.628687e-003	6.453609e-003	3.021314e-003	7.983306e-003	7.012483e-002	1.944248e-002	4.287535e-003	1.414510e-002	9.258160e-003	3.383117e-003	1.278504e-002	1.553563e-002	2.267904e-002	3.925607e-002	6.564883e-003	1.023046e-002	5.274249e-003	9.764185e-003	1.653175e-003	6.292597e-003	
1.220831e-010	1.256378e-002	6.727087e-004	5.913787e-003	1.291137e-002	2.512500e-003	1.981696e-003	4.012791e-002	9.823719e-004	3.396634e-003	5.380305e-003	8.512805e-003	8.440536e-003	1.733474e-003	7.541963e-003	6.010817e-003	5.119507e-003	6.910444e-003	1.475951e-002	8.489806e-003	3.606293e-002	2.942287e-003	8.445171e-004	5.190159e-002	2.395577e-002	1.121985e-002	9.274709e-004	4.524279e-003	5.277331e-003	1.673778e-002	2.425133e-002	1.331120e-002	1.777252e-002	4.906624e-002	2.941327e-002	3.949061e-002	2.053009e-002	4.188966e-002	5.161834e-002	2.707810e-002	2.064234e-002	1.513113e-002	3.536193e-002	2.288079e-002	6.161951e-004	2.047388e-003	1.604851e-003	5.807757e-003	7.602327e-002	2.828715e-002	6.847083e-003	1.202797e-002	1.901565e-003	2.393819e-004	1.003087e-002	1.080510e-002	1.088524e-002	4.228132e-002	6.538242e-003	1.475212e-002	6.336051e-003	5.630365e-003	4.989324e-003	6.092131e-003	
6.157123e-004	9.525949e-003	6.624693e-003	1.697018e-003	7.415068e-003	8.311051e-003	4.251485e-003	4.142520e-002	2.755337e-010	6.687382e-003	9.774316e-003	5.169295e-003	6.189665e-003	5.377005e-003	9.267269e-003	1.738880e-003	2.459757e-003	5.582489e-003	1.146063e-002	5.425513e-010	3.992005e-002	7.266130e-003	3.321372e-003	5.867705e-002	2.481495e-002	1.326540e-002	1.891093e-004	1.134256e-003	6.505528e-003	2.535991e-002	2.766971e-002	2.210318e-002	2.793926e-002	4.176101e-002	1.472050e-002	3.882000e-002	2.014625e-002	5.175409e-002	5.414348e-002	3.981180e-002	8.919077e-003	7.698831e-003	5.230673e-002	1.422028e-002	1.001106e-003	3.154376e-003	3.239647e-003	8.474191e-003	7.421243e-002	2.016249e-002	6.399317e-003	7.694343e-003	3.081724e-003	1.516368e-003	6.971530e-003	6.602558e-003	5.705254e-003	3.451519e-002	3.849438e-003	1.310182e-002	1.030273e-002	4.200123e-004	3.613499e-003	3.504510e-003	
6.157123e-004	9.525949e-003	6.624693e-003	1.697018e-003	7.415068e-003	8.311051e-003	4.251485e-003	4.142520e-002	2.755337e-010	6.687382e-003	9.774316e-003	5.169295e-003	6.189665e-003	5.377005e-003	9.267269e-003	1.738880e-003	2.459757e-003	5.582489e-003	1.146063e-002	5.425513e-010	3.992005e-002	7.266130e-003	3.321372e-003	5.867705e-002	2.481495e-002	1.326540e-002	1.891093e-004	1.134256e-003	6.505528e-003	2.535991e-002	2.766971e-002	2.210318e-002	2.793926e-002	4.176101e-002	1.472050e-002	3.882000e-002	2.014625e-002	5.175409e-002	5.414348e-002	3.981180e-002	8.919077e-003	7.698831e-003	5.230673e-002	1.422028e-002	1.001106e-003	3.154376e-003	3.239647e-003	8.474191e-003	7.421243e-002	2.016249e-002	6.399317e-003	7.694343e-003	3.081724e-003	1.516368e-003	6.971530e-003	6.602558e-003	5.705254e-003	3.451519e-002	3.849438e-003	1.310182e-002	1.030273e-002	4.200123e-004	3.613499e-003	3.504510e-003	
7.384431e-004	9.406079e-003	4.412348e-003	2.700662e-003	8.181814e-003	1.152871e-002	4.011734e-003	3.577636e-002	2.264569e-004	5.030350e-003	8.334377e-003	5.487378e-003	6.985195e-003	6.185280e-003	1.215346e-002	7.387668e-004	2.610475e-003	6.098908e-003	1.310038e-002	1.961240e-003	3.541807e-002	4.415480e-003	3.086902e-003	5.435290e-002	3.207563e-002	1.261063e-002	2.080996e-003	2.271681e-003	5.501538e-003	2.546898e-002	2.592715e-002	2.121865e-002	2.543445e-002	4.433350e-002	1.471624e-002	3.699373e-002	1.942794e-002	4.496328e-002	5.248000e-002	4.078008e-002	1.210667e-002	1.305857e-002	4.720421e-002	9.967923e-003	1.052379e-003	3.104620e-003	2.235270e-003	5.748150e-003	7.042465e-002	2.055253e-002	6.303355e-003	1.119514e-002	4.532880e-003	1.136922e-003	1.097920e-002	1.068200e-002	1.682395e-002	4.033506e-002	6.660877e-003	9.214677e-003	9.216645e-003	5.667112e-004	2.115829e-003	1.991160e-003	
1.424128e-003	7.086038e-003	3.603962e-003	5.902612e-003	7.653215e-003	7.215321e-004	3.709000e-003	5.000173e-002	2.678845e-010	2.555441e-003	1.274562e-003	6.849651e-003	1.361872e-002	1.144217e-002	1.096202e-002	2.167718e-003	3.220142e-003	3.982126e-003	1.986208e-002	8.538086e-003	4.707191e-002	1.185639e-003	2.781995e-003	6.517726e-002	3.344344e-002	6.789974e-003	2.084819e-003	3.299733e-003	6.262938e-003	2.506730e-002	2.586865e-002	1.651534e-002	2.506195e-002	4.449714e-002	2.602114e-002	2.881709e-003	6.381249e-003	3.522567e-002	7.435537e-002	4.019837e-002	5.128211e-003	2.283134e-002	3.497452e-002	1.308541e-002	1.933302e-003	1.279404e-003	6.557179e-005	7.682289e-003	8.322588e-002	1.952935e-002	6.511204e-003	1.349255e-002	7.848004e-003	6.175169e-004	8.983579e-003	1.520809e-002	3.045009e-003	3.874726e-002	4.264682e-003	1.089809e-002	9.299264e-003	6.859426e-004	9.408814e-004	3.365230e-003	
1.424128e-003	7.086038e-003	3.603962e-003	5.902612e-003	7.653215e-003	7.215321e-004	3.709000e-003	5.000173e-002	2.678845e-010	2.555441e-003	1.274562e-003	6.849651e-003	1.361872e-002	1.144217e-002	1.096202e-002	2.167718e-003	3.220142e-003	3.982126e-003	1.986208e-002	8.538086e-003	4.707191e-002	1.185639e-003	2.781995e-003	6.517726e-002	3.344344e-002	6.789974e-003	2.084819e-003	3.299733e-003	6.262938e-003	2.506730e-002	2.586865e-002	1.651534e-002	2.506195e-002	4.449714e-002	2.602114e-002	2.881709e-003	6.381249e-003	3.522567e-002	7.435537e-002	4.019837e-002	5.128211e-003	2.283134e-002	3.497452e-002	1.308541e-002	1.933302e-003	1.279404e-003	6.557179e-005	7.682289e-003	8.322588e-002	1.952935e-002	6.511204e-003	1.349255e-002	7.848004e-003	6.175169e-004	8.983579e-003	1.520809e-002	3.045009e-003	3.874726e-002	4.264682e-003	1.089809e-002	9.299264e-003	6.859426e-004	9.408814e-004	3.365230e-003	
6.327653e-004	5.654790e-003	6.740349e-004	7.297811e-003	8.343321e-003	1.968613e-003	3.244641e-003	4.895456e-002	5.073342e-005	3.544024e-003	1.800939e-004	3.838974e-003	8.900591e-003	7.850475e-003	1.109250e-002	9.374412e-004	1.946523e-003	4.728487e-003	1.807327e-002	7.573251e-003	3.880479e-002	6.197857e-003	2.599465e-003	5.081038e-002	2.880238e-002	7.904331e-003	2.265406e-003	3.259707e-003	4.897457e-003	2.740118e-002	3.300333e-002	1.875456e-002	2.371679e-002	5.750046e-002	1.994946e-002	3.286870e-002	3.211344e-003	4.210843e-002	6.067807e-002	4.002696e-002	4.887471e-003	1.658806e-002	3.671866e-002	1.683274e-002	2.856013e-004	5.636141e-003	3.857904e-004	8.434004e-003	7.371096e-002	1.868867e-002	5.467831e-003	1.622749e-002	6.205846e-003	1.317284e-003	4.718988e-003	1.606897e-002	5.598667e-003	4.471748e-002	3.837580e-003	1.100953e-002	9.844606e-003	3.192206e-010	7.731302e-004	4.348684e-003	
